Car No	Manufacture	Speed	Millage	User Rating
59-H2 5753	FORD	3.425932339	215	2
59-H2 5754	Honda	49.77936092	216	3
59-H2 5755	Honda	6.27840848	217	2
59-H2 5756	Honda	227.465034	218	1
59-H2 5757	Honda	61.22279922	219	4
59-H2 5758	Honda	134.6996319	220	3
59-H2 5759	Honda	275.2416034	221	4
59-H2 5738	Audi	28.69318874	200	4
59-H2 5739	Audi	209.165115	201	3
59-H2 5740	Audi	294.4661324	202	2
59-H2 5741	Audi	213.6048153	203	1
59-H2 5742	Audi	158.5081301	204	4
59-H2 5743	FIAT	192.9806406	205	5
59-H2 5744	FIAT	191.0112904	206	1
59-H2 5745	FIAT	11.06257582	207	4
59-H2 5746	FIAT	258.4549541	208	2
59-H2 5747	FIAT	75.60794616	209	4
59-H2 5748	FIAT	97.88460644	210	3
59-H2 5749	FORD	276.3184756	211	1
59-H2 5750	FORD	17.88144798	212	5
59-H2 5751	FORD	105.3315461	213	4
59-H2 5752	FORD	211.9266006	214	2
59-H2 5753	FORD	76.42271238	215	2
59-H2 5754	Honda	51.00841196	216	3
59-H2 5755	Honda	258.1697876	217	2
59-H2 5756	Honda	247.7348972	218	1
59-H2 5757	Honda	25.7653481	219	4
59-H2 5758	Honda	137.8051529	220	3
59-H2 5759	Honda	138.9997365	221	4
59-H2 5738	Audi	183.9146419	200	4
59-H2 5739	Audi	216.1665283	201	3
59-H2 5740	Audi	37.14317594	202	2
59-H2 5741	Audi	20.90857912	203	1
59-H2 5742	Audi	93.0860452	204	4
59-H2 5743	FIAT	129.3404229	205	5
59-H2 5744	FIAT	225.2580128	206	1
59-H2 5745	FIAT	160.07849	207	4
59-H2 5746	FIAT	15.79830564	208	2
59-H2 5747	FIAT	61.30062163	209	4
59-H2 5748	FIAT	108.4411224	210	3
59-H2 5749	FORD	49.55532122	211	1
59-H2 5750	FORD	188.7535722	212	5
59-H2 5751	FORD	43.75099344	213	4
59-H2 5752	FORD	245.8111433	214	2
59-H2 5753	FORD	246.1412985	215	2
59-H2 5754	Honda	214.3088274	216	3
59-H2 5755	Honda	115.4192068	217	2
59-H2 5756	Honda	245.98749	218	1
59-H2 5757	Honda	141.0533943	219	4
59-H2 5758	Honda	167.0772334	220	3
59-H2 5759	Honda	238.5477062	221	4
59-H2 5738	Audi	294.203936	200	4
59-H2 5739	Audi	253.0860321	201	3
59-H2 5740	Audi	193.241831	202	2
59-H2 5741	Audi	259.505758	203	1
59-H2 5742	Audi	217.5826007	204	4
59-H2 5743	FIAT	202.7259577	205	5
59-H2 5744	FIAT	179.4492399	206	1
59-H2 5745	FIAT	55.27844347	207	4
59-H2 5746	FIAT	59.45676512	208	2
59-H2 5747	FIAT	66.31324893	209	4
59-H2 5748	FIAT	278.9199418	210	3
59-H2 5749	FORD	231.7310009	211	1
59-H2 5750	FORD	120.2574123	212	5
59-H2 5751	FORD	63.82302837	213	4
59-H2 5752	FORD	36.31885701	214	2
59-H2 5753	FORD	259.6036139	215	2
59-H2 5754	Honda	294.3279655	216	3
59-H2 5755	Honda	53.06189439	217	2
59-H2 5756	Honda	235.8022653	218	1
59-H2 5757	Honda	59.36977781	219	4
59-H2 5758	Honda	4.150477442	220	3
59-H2 5759	Honda	43.04061478	221	4
59-H2 5738	Audi	127.1198598	200	4
59-H2 5739	Audi	213.4443458	201	3
59-H2 5740	Audi	225.2251874	202	2
59-H2 5741	Audi	137.4677097	203	1
59-H2 5742	Audi	232.7995575	204	4
59-H2 5743	FIAT	168.7766669	205	5
59-H2 5744	FIAT	223.3832086	206	1
59-H2 5745	FIAT	107.1662074	207	4
59-H2 5746	FIAT	20.41563727	208	2
59-H2 5747	FIAT	219.1983594	209	4
59-H2 5748	FIAT	284.5959333	210	3
59-H2 5749	FORD	225.5518747	211	1
59-H2 5750	FORD	88.11123941	212	5
59-H2 5751	FORD	194.8837559	213	4
59-H2 5752	FORD	7.768784454	214	2
59-H2 5753	FORD	241.7018459	215	2
59-H2 5754	Honda	182.9449369	216	3
59-H2 5755	Honda	211.7803444	217	2
59-H2 5756	Honda	225.1679251	218	1
59-H2 5757	Honda	201.2612486	219	4
59-H2 5758	Honda	139.0853578	220	3
59-H2 5759	Honda	175.795357	221	4
59-H2 5738	Audi	288.4219066	200	4
59-H2 5739	Audi	78.40151238	201	3
59-H2 5740	Audi	105.7098396	202	2
59-H2 5741	Audi	289.5317016	203	1
59-H2 5742	Audi	33.11558731	204	4
59-H2 5743	FIAT	111.3283435	205	5
59-H2 5744	FIAT	216.4715687	206	1
59-H2 5745	FIAT	119.4591637	207	4
59-H2 5746	FIAT	44.98609228	208	2
59-H2 5747	FIAT	236.0022277	209	4
59-H2 5748	FIAT	84.26004913	210	3
59-H2 5749	FORD	273.9339122	211	1
59-H2 5750	FORD	290.8218888	212	5
59-H2 5751	FORD	186.4375448	213	4
59-H2 5752	FORD	8.409078293	214	2
59-H2 5753	FORD	256.1063992	215	2
59-H2 5754	Honda	121.3980317	216	3
59-H2 5755	Honda	52.71669257	217	2
59-H2 5756	Honda	96.9709993	218	1
59-H2 5757	Honda	125.885393	219	4
59-H2 5758	Honda	38.02024446	220	3
59-H2 5759	Honda	26.51020704	221	4
59-H2 5738	Audi	172.4819156	200	4
59-H2 5739	Audi	114.1283459	201	3
59-H2 5740	Audi	149.6860135	202	2
59-H2 5741	Audi	196.1313802	203	1
59-H2 5742	Audi	48.99293659	204	4
59-H2 5743	FIAT	294.6489373	205	5
59-H2 5744	FIAT	145.9511588	206	1
59-H2 5745	FIAT	255.3086757	207	4
59-H2 5746	FIAT	131.3066204	208	2
59-H2 5747	FIAT	221.2552747	209	4
59-H2 5748	FIAT	12.02946593	210	3
59-H2 5749	FORD	230.817212	211	1
59-H2 5750	FORD	224.0921295	212	5
59-H2 5751	FORD	20.68859586	213	4
59-H2 5752	FORD	244.1486509	214	2
59-H2 5753	FORD	17.54644896	215	2
59-H2 5754	Honda	293.239024	216	3
59-H2 5755	Honda	130.7367642	217	2
59-H2 5756	Honda	82.86555405	218	1
59-H2 5757	Honda	243.9537228	219	4
59-H2 5758	Honda	18.73664229	220	3
59-H2 5759	Honda	51.72683439	221	4
59-H2 5738	Audi	213.7740511	200	4
59-H2 5739	Audi	69.28500387	201	3
59-H2 5740	Audi	76.24714434	202	2
59-H2 5741	Audi	257.2459439	203	1
59-H2 5742	Audi	14.36030866	204	4
59-H2 5743	FIAT	257.9446632	205	5
59-H2 5744	FIAT	39.52373073	206	1
59-H2 5745	FIAT	65.7627189	207	4
59-H2 5746	FIAT	182.9413629	208	2
59-H2 5747	FIAT	281.3572492	209	4
59-H2 5748	FIAT	15.86057421	210	3
59-H2 5749	FORD	117.5588722	211	1
59-H2 5750	FORD	91.48991478	212	5
59-H2 5751	FORD	228.1744788	213	4
59-H2 5752	FORD	229.3556556	214	2
59-H2 5753	FORD	232.6896434	215	2
59-H2 5754	Honda	80.9770616	216	3
59-H2 5755	Honda	231.964765	217	2
59-H2 5756	Honda	28.94861201	218	1
59-H2 5757	Honda	271.3244607	219	4
59-H2 5758	Honda	228.6753515	220	3
59-H2 5759	Honda	217.8862445	221	4
59-H2 5738	Audi	290.2492919	200	4
59-H2 5739	Audi	14.10083889	201	3
59-H2 5740	Audi	188.1165116	202	2
59-H2 5741	Audi	193.3621454	203	1
59-H2 5742	Audi	115.1324563	204	4
59-H2 5743	FIAT	103.9305629	205	5
59-H2 5744	FIAT	205.8794844	206	1
59-H2 5745	FIAT	250.4208431	207	4
59-H2 5746	FIAT	71.25267144	208	2
59-H2 5747	FIAT	7.356055167	209	4
59-H2 5748	FIAT	31.75172927	210	3
59-H2 5749	FORD	187.3016676	211	1
59-H2 5750	FORD	26.38664761	212	5
59-H2 5751	FORD	149.0600695	213	4
59-H2 5752	FORD	159.5820803	214	2
59-H2 5753	FORD	86.24113856	215	2
59-H2 5754	Honda	61.06188097	216	3
59-H2 5755	Honda	295.075364	217	2
59-H2 5756	Honda	104.8368465	218	1
59-H2 5757	Honda	212.440051	219	4
59-H2 5758	Honda	241.2446071	220	3
59-H2 5759	Honda	124.1464455	221	4
59-H2 5738	Audi	284.9676234	200	4
59-H2 5739	Audi	154.5967792	201	3
59-H2 5740	Audi	129.1914256	202	2
59-H2 5741	Audi	231.647204	203	1
59-H2 5742	Audi	58.95087618	204	4
59-H2 5743	FIAT	249.8539638	205	5
59-H2 5744	FIAT	138.628018	206	1
59-H2 5745	FIAT	195.4521699	207	4
59-H2 5746	FIAT	162.0733091	208	2
59-H2 5747	FIAT	56.88994703	209	4
59-H2 5748	FIAT	43.70875081	210	3
59-H2 5749	FORD	286.2985268	211	1
59-H2 5750	FORD	293.3887821	212	5
59-H2 5751	FORD	185.237851	213	4
59-H2 5752	FORD	104.9039175	214	2
59-H2 5753	FORD	116.037249	215	2
59-H2 5754	Honda	8.809363917	216	3
59-H2 5755	Honda	266.3706495	217	2
59-H2 5756	Honda	252.6427801	218	1
59-H2 5757	Honda	83.43027207	219	4
59-H2 5758	Honda	165.5299938	220	3
59-H2 5759	Honda	254.715969	221	4
59-H2 5738	Audi	189.1124875	200	4
59-H2 5739	Audi	219.0089903	201	3
59-H2 5740	Audi	48.8052081	202	2
59-H2 5741	Audi	201.4835748	203	1
59-H2 5742	Audi	298.7389642	204	4
59-H2 5743	FIAT	241.0308283	205	5
59-H2 5744	FIAT	194.9881123	206	1
59-H2 5745	FIAT	77.25935303	207	4
59-H2 5746	FIAT	268.3144227	208	2
59-H2 5747	FIAT	146.4572236	209	4
59-H2 5748	FIAT	123.0504816	210	3
59-H2 5749	FORD	80.75970692	211	1
59-H2 5750	FORD	291.5475737	212	5
59-H2 5751	FORD	142.0952833	213	4
59-H2 5752	FORD	51.3901661	214	2
59-H2 5753	FORD	11.72500578	215	2
59-H2 5754	Honda	115.8146057	216	3
59-H2 5755	Honda	153.8531413	217	2
59-H2 5756	Honda	118.6068529	218	1
59-H2 5757	Honda	219.5020681	219	4
59-H2 5758	Honda	220.2857897	220	3
59-H2 5759	Honda	89.23857429	221	4
59-H2 5738	Audi	112.4097845	200	4
59-H2 5739	Audi	294.4380719	201	3
59-H2 5740	Audi	203.0387688	202	2
59-H2 5741	Audi	41.00154484	203	1
59-H2 5742	Audi	236.4888083	204	4
59-H2 5743	FIAT	228.8929848	205	5
59-H2 5744	FIAT	111.829888	206	1
59-H2 5745	FIAT	265.8332729	207	4
59-H2 5746	FIAT	224.1452302	208	2
59-H2 5747	FIAT	165.053393	209	4
59-H2 5748	FIAT	38.35304321	210	3
59-H2 5749	FORD	33.70542416	211	1
59-H2 5750	FORD	299.1910102	212	5
59-H2 5751	FORD	204.7809976	213	4
59-H2 5752	FORD	121.3065748	214	2
59-H2 5753	FORD	28.47026705	215	2
59-H2 5754	Honda	239.3626832	216	3
59-H2 5755	Honda	12.58879029	217	2
59-H2 5756	Honda	169.4390887	218	1
59-H2 5757	Honda	1.062595826	219	4
59-H2 5758	Honda	130.6761992	220	3
59-H2 5759	Honda	109.134372	221	4
59-H2 5738	Audi	231.6544163	200	4
59-H2 5739	Audi	96.71614849	201	3
59-H2 5740	Audi	46.21538757	202	2
59-H2 5741	Audi	136.6366897	203	1
59-H2 5742	Audi	53.12338476	204	4
59-H2 5743	FIAT	233.1559914	205	5
59-H2 5744	FIAT	257.7454733	206	1
59-H2 5745	FIAT	136.7442045	207	4
59-H2 5746	FIAT	238.6094875	208	2
59-H2 5747	FIAT	185.3016929	209	4
59-H2 5748	FIAT	195.4445048	210	3
59-H2 5749	FORD	236.8327187	211	1
59-H2 5750	FORD	117.206953	212	5
59-H2 5751	FORD	164.5751081	213	4
59-H2 5752	FORD	241.818634	214	2
59-H2 5753	FORD	267.3509916	215	2
59-H2 5754	Honda	118.3792365	216	3
59-H2 5755	Honda	117.1935388	217	2
59-H2 5756	Honda	87.31579998	218	1
59-H2 5757	Honda	50.85064495	219	4
59-H2 5758	Honda	288.9508348	220	3
59-H2 5759	Honda	46.57157608	221	4
59-H2 5738	Audi	104.7134111	200	4
59-H2 5739	Audi	16.47325393	201	3
59-H2 5740	Audi	125.7792147	202	2
59-H2 5741	Audi	3.821164703	203	1
59-H2 5742	Audi	34.80789821	204	4
59-H2 5743	FIAT	151.3644664	205	5
59-H2 5744	FIAT	285.4046446	206	1
59-H2 5745	FIAT	57.48425648	207	4
59-H2 5746	FIAT	281.8300741	208	2
59-H2 5747	FIAT	177.1660844	209	4
59-H2 5748	FIAT	1.815244593	210	3
59-H2 5749	FORD	165.6108722	211	1
59-H2 5750	FORD	246.0341735	212	5
59-H2 5751	FORD	195.9018519	213	4
59-H2 5752	FORD	34.97871967	214	2
59-H2 5753	FORD	243.0189903	215	2
59-H2 5754	Honda	137.9043619	216	3
59-H2 5755	Honda	213.1860696	217	2
59-H2 5756	Honda	196.2775984	218	1
59-H2 5757	Honda	142.2644525	219	4
59-H2 5758	Honda	23.47901543	220	3
59-H2 5759	Honda	151.2496092	221	4
59-H2 5738	Audi	223.9940485	200	4
59-H2 5739	Audi	71.01684958	201	3
59-H2 5740	Audi	192.5044747	202	2
59-H2 5741	Audi	155.6455631	203	1
59-H2 5742	Audi	241.6528035	204	4
59-H2 5743	FIAT	52.97563384	205	5
59-H2 5744	FIAT	251.0337092	206	1
59-H2 5745	FIAT	38.39300671	207	4
59-H2 5746	FIAT	3.183450168	208	2
59-H2 5747	FIAT	170.9166299	209	4
59-H2 5748	FIAT	123.5647707	210	3
59-H2 5749	FORD	49.98743756	211	1
59-H2 5750	FORD	49.98033618	212	5
59-H2 5751	FORD	208.7937974	213	4
59-H2 5752	FORD	183.5014137	214	2
59-H2 5753	FORD	59.20554638	215	2
59-H2 5754	Honda	86.82004036	216	3
59-H2 5755	Honda	24.63879889	217	2
59-H2 5756	Honda	271.2043684	218	1
59-H2 5757	Honda	270.4559405	219	4
59-H2 5758	Honda	122.846403	220	3
59-H2 5759	Honda	160.3837309	221	4
59-H2 5738	Audi	113.3396312	200	4
59-H2 5739	Audi	207.5384102	201	3
59-H2 5740	Audi	4.646500771	202	2
59-H2 5741	Audi	106.3790596	203	1
59-H2 5742	Audi	52.14395932	204	4
59-H2 5743	FIAT	97.68314605	205	5
59-H2 5744	FIAT	106.4918085	206	1
59-H2 5745	FIAT	175.0486157	207	4
59-H2 5746	FIAT	208.7503034	208	2
59-H2 5747	FIAT	33.19140122	209	4
59-H2 5748	FIAT	107.3850708	210	3
59-H2 5749	FORD	70.37679817	211	1
59-H2 5750	FORD	289.8202739	212	5
59-H2 5751	FORD	225.3853792	213	4
59-H2 5752	FORD	143.0617037	214	2
59-H2 5753	FORD	160.0273507	215	2
59-H2 5754	Honda	110.5658393	216	3
59-H2 5755	Honda	117.870725	217	2
59-H2 5756	Honda	242.5075684	218	1
59-H2 5757	Honda	286.4853679	219	4
59-H2 5758	Honda	227.0912305	220	3
59-H2 5759	Honda	274.23299	221	4
59-H2 5738	Audi	110.3875033	200	4
59-H2 5739	Audi	271.7864041	201	3
59-H2 5740	Audi	1.629850259	202	2
59-H2 5741	Audi	91.12753327	203	1
59-H2 5742	Audi	273.5400291	204	4
59-H2 5743	FIAT	263.0265255	205	5
59-H2 5744	FIAT	295.1084267	206	1
59-H2 5745	FIAT	129.5924947	207	4
59-H2 5746	FIAT	132.0105622	208	2
59-H2 5747	FIAT	210.85757	209	4
59-H2 5748	FIAT	262.5678657	210	3
59-H2 5749	FORD	147.2968596	211	1
59-H2 5750	FORD	10.44509344	212	5
59-H2 5751	FORD	189.2816217	213	4
59-H2 5752	FORD	87.42072693	214	2
59-H2 5753	FORD	208.4560166	215	2
59-H2 5754	Honda	236.5166279	216	3
59-H2 5755	Honda	142.1017948	217	2
59-H2 5756	Honda	259.4629542	218	1
59-H2 5757	Honda	31.35653371	219	4
59-H2 5758	Honda	288.738449	220	3
59-H2 5759	Honda	206.3182386	221	4
59-H2 5738	Audi	10.8005357	200	4
59-H2 5739	Audi	85.20955253	201	3
59-H2 5740	Audi	122.5677242	202	2
59-H2 5741	Audi	204.1138778	203	1
59-H2 5742	Audi	223.3987422	204	4
59-H2 5743	FIAT	52.48425386	205	5
59-H2 5744	FIAT	14.96033377	206	1
59-H2 5745	FIAT	37.91622919	207	4
59-H2 5746	FIAT	218.0125575	208	2
59-H2 5747	FIAT	227.3918168	209	4
59-H2 5748	FIAT	41.69117218	210	3
59-H2 5749	FORD	37.0825646	211	1
59-H2 5750	FORD	213.6714762	212	5
59-H2 5751	FORD	20.39286644	213	4
59-H2 5752	FORD	4.895985495	214	2
59-H2 5753	FORD	34.13935566	215	2
59-H2 5754	Honda	83.28180761	216	3
59-H2 5755	Honda	117.478443	217	2
59-H2 5756	Honda	125.885292	218	1
59-H2 5757	Honda	127.4600571	219	4
59-H2 5758	Honda	59.51752383	220	3
59-H2 5759	Honda	76.51166851	221	4
59-H2 5738	Audi	13.05562788	200	4
59-H2 5739	Audi	159.354184	201	3
59-H2 5740	Audi	132.0358556	202	2
59-H2 5741	Audi	231.7495215	203	1
59-H2 5742	Audi	142.316072	204	4
59-H2 5743	FIAT	68.74350709	205	5
59-H2 5744	FIAT	49.47156227	206	1
59-H2 5745	FIAT	31.79498095	207	4
59-H2 5746	FIAT	287.2421649	208	2
59-H2 5747	FIAT	12.68678025	209	4
59-H2 5748	FIAT	181.8554566	210	3
59-H2 5749	FORD	10.45071402	211	1
59-H2 5750	FORD	37.47337498	212	5
59-H2 5751	FORD	29.49703384	213	4
59-H2 5752	FORD	201.7224513	214	2
59-H2 5753	FORD	160.7756294	215	2
59-H2 5754	Honda	54.61224017	216	3
59-H2 5755	Honda	283.3292853	217	2
59-H2 5756	Honda	194.7423033	218	1
59-H2 5757	Honda	263.6468675	219	4
59-H2 5758	Honda	220.6262074	220	3
59-H2 5759	Honda	138.4195942	221	4
59-H2 5738	Audi	9.677022914	200	4
59-H2 5739	Audi	287.9644733	201	3
59-H2 5740	Audi	8.046210319	202	2
59-H2 5741	Audi	55.92856556	203	1
59-H2 5742	Audi	252.9608096	204	4
59-H2 5743	FIAT	199.6592324	205	5
59-H2 5744	FIAT	101.597926	206	1
59-H2 5745	FIAT	161.1350279	207	4
59-H2 5746	FIAT	288.3726531	208	2
59-H2 5747	FIAT	40.59681942	209	4
59-H2 5748	FIAT	242.7580699	210	3
59-H2 5749	FORD	241.4204526	211	1
59-H2 5750	FORD	213.7759707	212	5
59-H2 5751	FORD	172.3855699	213	4
59-H2 5752	FORD	104.2953518	214	2
59-H2 5753	FORD	200.5342353	215	2
59-H2 5754	Honda	248.1668657	216	3
59-H2 5755	Honda	289.3613493	217	2
59-H2 5756	Honda	2.179077131	218	1
59-H2 5757	Honda	191.1242851	219	4
59-H2 5758	Honda	128.9913803	220	3
59-H2 5759	Honda	174.5380097	221	4
59-H2 5738	Audi	199.559214	200	4
59-H2 5739	Audi	223.1812051	201	3
59-H2 5740	Audi	113.447171	202	2
59-H2 5741	Audi	183.8369985	203	1
59-H2 5742	Audi	265.9175378	204	4
59-H2 5743	FIAT	70.51271805	205	5
59-H2 5744	FIAT	48.8542897	206	1
59-H2 5745	FIAT	286.1123577	207	4
59-H2 5746	FIAT	60.36285904	208	2
59-H2 5747	FIAT	164.7274646	209	4
59-H2 5748	FIAT	109.3749934	210	3
59-H2 5749	FORD	182.7576807	211	1
59-H2 5750	FORD	30.11058853	212	5
59-H2 5751	FORD	269.5073396	213	4
59-H2 5752	FORD	88.15018648	214	2
59-H2 5753	FORD	75.11298443	215	2
59-H2 5754	Honda	173.3356864	216	3
59-H2 5755	Honda	127.5716233	217	2
59-H2 5756	Honda	146.273968	218	1
59-H2 5757	Honda	46.78642903	219	4
59-H2 5758	Honda	82.34883057	220	3
59-H2 5759	Honda	218.8711315	221	4
59-H2 5738	Audi	233.7993636	200	4
59-H2 5739	Audi	152.2147056	201	3
59-H2 5740	Audi	201.8475668	202	2
59-H2 5741	Audi	94.00953919	203	1
59-H2 5742	Audi	185.2976904	204	4
59-H2 5743	FIAT	291.5000591	205	5
59-H2 5744	FIAT	155.1364078	206	1
59-H2 5745	FIAT	78.92642964	207	4
59-H2 5746	FIAT	20.8679362	208	2
59-H2 5747	FIAT	247.1291977	209	4
59-H2 5748	FIAT	199.3311901	210	3
59-H2 5749	FORD	264.3025763	211	1
59-H2 5750	FORD	11.38099354	212	5
59-H2 5751	FORD	0.440510048	213	4
59-H2 5752	FORD	229.753643	214	2
59-H2 5753	FORD	259.2217102	215	2
59-H2 5754	Honda	199.4814245	216	3
59-H2 5755	Honda	186.9480559	217	2
59-H2 5756	Honda	61.52552511	218	1
59-H2 5757	Honda	126.0829546	219	4
59-H2 5758	Honda	174.0005193	220	3
59-H2 5759	Honda	36.96408162	221	4
59-H2 5738	Audi	290.3551619	200	4
59-H2 5739	Audi	241.8660567	201	3
59-H2 5740	Audi	24.79758127	202	2
59-H2 5741	Audi	11.89491514	203	1
59-H2 5742	Audi	206.6458053	204	4
59-H2 5743	FIAT	143.963357	205	5
59-H2 5744	FIAT	145.8950395	206	1
59-H2 5745	FIAT	191.9203683	207	4
59-H2 5746	FIAT	157.6188884	208	2
59-H2 5747	FIAT	74.80109346	209	4
59-H2 5748	FIAT	261.5973794	210	3
59-H2 5749	FORD	247.0677373	211	1
59-H2 5750	FORD	234.5528421	212	5
59-H2 5751	FORD	86.21787613	213	4
59-H2 5752	FORD	197.6830698	214	2
59-H2 5753	FORD	203.7231176	215	2
59-H2 5754	Honda	74.99975947	216	3
59-H2 5755	Honda	204.6690063	217	2
59-H2 5756	Honda	51.61975886	218	1
59-H2 5757	Honda	86.54471825	219	4
59-H2 5758	Honda	55.8845333	220	3
59-H2 5759	Honda	225.7173721	221	4
59-H2 5738	Audi	130.0088782	200	4
59-H2 5739	Audi	289.62696	201	3
59-H2 5740	Audi	57.48134001	202	2
59-H2 5741	Audi	137.8722559	203	1
59-H2 5742	Audi	107.0805129	204	4
59-H2 5743	FIAT	254.7117807	205	5
59-H2 5744	FIAT	24.55948347	206	1
59-H2 5745	FIAT	260.6549487	207	4
59-H2 5746	FIAT	157.8405043	208	2
59-H2 5747	FIAT	104.8626619	209	4
59-H2 5748	FIAT	298.0106433	210	3
59-H2 5749	FORD	238.5353604	211	1
59-H2 5750	FORD	168.8389584	212	5
59-H2 5751	FORD	198.2261947	213	4
59-H2 5752	FORD	65.31357262	214	2
59-H2 5753	FORD	285.9758081	215	2
59-H2 5754	Honda	184.3856302	216	3
59-H2 5755	Honda	82.44854161	217	2
59-H2 5756	Honda	60.36102311	218	1
59-H2 5757	Honda	59.79369975	219	4
59-H2 5758	Honda	273.8775528	220	3
59-H2 5759	Honda	274.0187411	221	4
59-H2 5738	Audi	111.7212287	200	4
59-H2 5739	Audi	57.88254398	201	3
59-H2 5740	Audi	75.69721405	202	2
59-H2 5741	Audi	23.49626352	203	1
59-H2 5742	Audi	39.33961659	204	4
59-H2 5743	FIAT	90.57799985	205	5
59-H2 5744	FIAT	257.4188794	206	1
59-H2 5745	FIAT	284.0811025	207	4
59-H2 5746	FIAT	154.7917516	208	2
59-H2 5747	FIAT	20.55083292	209	4
59-H2 5748	FIAT	49.94919926	210	3
59-H2 5749	FORD	296.286413	211	1
59-H2 5750	FORD	122.718297	212	5
59-H2 5751	FORD	148.9725294	213	4
59-H2 5752	FORD	273.083595	214	2
59-H2 5753	FORD	190.7145462	215	2
59-H2 5754	Honda	239.8502757	216	3
59-H2 5755	Honda	289.0170904	217	2
59-H2 5756	Honda	13.70207439	218	1
59-H2 5757	Honda	229.3996794	219	4
59-H2 5758	Honda	237.9208882	220	3
59-H2 5759	Honda	244.1687677	221	4
59-H2 5738	Audi	8.828569815	200	4
59-H2 5739	Audi	155.9806559	201	3
59-H2 5740	Audi	174.8975349	202	2
59-H2 5741	Audi	143.7080313	203	1
59-H2 5742	Audi	157.659624	204	4
59-H2 5743	FIAT	153.2360408	205	5
59-H2 5744	FIAT	163.7175572	206	1
59-H2 5745	FIAT	49.50470406	207	4
59-H2 5746	FIAT	20.82729482	208	2
59-H2 5747	FIAT	161.7732752	209	4
59-H2 5748	FIAT	51.87864235	210	3
59-H2 5749	FORD	295.2339892	211	1
59-H2 5750	FORD	254.0309912	212	5
59-H2 5751	FORD	199.348658	213	4
59-H2 5752	FORD	262.488638	214	2
59-H2 5753	FORD	90.81969899	215	2
59-H2 5754	Honda	257.6414768	216	3
59-H2 5755	Honda	118.7204689	217	2
59-H2 5756	Honda	163.1723016	218	1
59-H2 5757	Honda	191.3743405	219	4
59-H2 5758	Honda	66.29759363	220	3
59-H2 5759	Honda	181.7097308	221	4
59-H2 5738	Audi	32.90196612	200	4
59-H2 5739	Audi	241.6917784	201	3
59-H2 5740	Audi	205.7739985	202	2
59-H2 5741	Audi	207.6290679	203	1
59-H2 5742	Audi	258.3162086	204	4
59-H2 5743	FIAT	170.4092167	205	5
59-H2 5744	FIAT	123.0163057	206	1
59-H2 5745	FIAT	254.9593189	207	4
59-H2 5746	FIAT	182.5856636	208	2
59-H2 5747	FIAT	125.3016866	209	4
59-H2 5748	FIAT	117.0508884	210	3
59-H2 5749	FORD	136.9244411	211	1
59-H2 5750	FORD	41.92293648	212	5
59-H2 5751	FORD	124.5007423	213	4
59-H2 5752	FORD	230.1529407	214	2
59-H2 5753	FORD	243.9912744	215	2
59-H2 5754	Honda	84.80997221	216	3
59-H2 5755	Honda	144.8581558	217	2
59-H2 5756	Honda	182.6182578	218	1
59-H2 5757	Honda	205.6226026	219	4
59-H2 5758	Honda	211.3145776	220	3
59-H2 5759	Honda	235.2758753	221	4
59-H2 5738	Audi	67.03962802	200	4
59-H2 5739	Audi	23.4079874	201	3
59-H2 5740	Audi	236.8515689	202	2
59-H2 5741	Audi	21.8947147	203	1
59-H2 5742	Audi	228.9609301	204	4
59-H2 5743	FIAT	10.73672804	205	5
59-H2 5744	FIAT	190.3348127	206	1
59-H2 5745	FIAT	39.47163985	207	4
59-H2 5746	FIAT	141.5273541	208	2
59-H2 5747	FIAT	123.377197	209	4
59-H2 5748	FIAT	225.1555082	210	3
59-H2 5749	FORD	124.5941069	211	1
59-H2 5750	FORD	185.0590463	212	5
59-H2 5751	FORD	10.55601004	213	4
59-H2 5752	FORD	267.1712829	214	2
59-H2 5753	FORD	89.3194391	215	2
59-H2 5754	Honda	281.6781351	216	3
59-H2 5755	Honda	244.3051911	217	2
59-H2 5756	Honda	243.566539	218	1
59-H2 5757	Honda	231.2667066	219	4
59-H2 5758	Honda	250.5550239	220	3
59-H2 5759	Honda	212.891848	221	4
59-H2 5738	Audi	166.5714061	200	4
59-H2 5739	Audi	236.4982407	201	3
59-H2 5740	Audi	108.6039264	202	2
59-H2 5741	Audi	1.30485359	203	1
59-H2 5742	Audi	192.759342	204	4
59-H2 5743	FIAT	86.40833627	205	5
59-H2 5744	FIAT	164.033786	206	1
59-H2 5745	FIAT	222.3919083	207	4
59-H2 5746	FIAT	120.6304175	208	2
59-H2 5747	FIAT	235.7082297	209	4
59-H2 5748	FIAT	204.8295494	210	3
59-H2 5749	FORD	130.8899228	211	1
59-H2 5750	FORD	191.1627066	212	5
59-H2 5751	FORD	3.623604641	213	4
59-H2 5752	FORD	44.44526949	214	2
59-H2 5753	FORD	293.1132129	215	2
59-H2 5754	Honda	69.18566203	216	3
59-H2 5755	Honda	286.035264	217	2
59-H2 5756	Honda	139.895192	218	1
59-H2 5757	Honda	248.9356558	219	4
59-H2 5758	Honda	96.76244104	220	3
59-H2 5759	Honda	25.48217602	221	4
59-H2 5738	Audi	242.1015981	200	4
59-H2 5739	Audi	231.6287222	201	3
59-H2 5740	Audi	229.898475	202	2
59-H2 5741	Audi	242.6938973	203	1
59-H2 5742	Audi	135.3056062	204	4
59-H2 5743	FIAT	136.1064763	205	5
59-H2 5744	FIAT	2.927891091	206	1
